    12.000     5.000     6.000     6.000     3.000    10.868    -1.140     0.066    -0.001    11.550    -1.200     0.065    -0.001     0.000     0.007     0.777     0.155     0.037     0.024     3.000   1
    14.000     3.000     3.000     6.000     5.000    10.801    -1.170     0.068    -0.001    11.550    -1.200     0.065    -0.001     0.000     0.002     0.791     0.170     0.005     0.032     3.000   2
    14.000    15.000     8.000    13.000     2.000    11.742    -0.546     0.051    -0.002    11.689    -0.559     0.053    -0.002     0.029     0.003     0.003     0.000     0.963     0.002     5.000   3
     4.000     4.000     0.000     3.000     7.000     7.680    -1.082     0.078    -0.002     7.511    -1.083     0.079    -0.002     0.000     0.003     0.039     0.955     0.000     0.004     4.000   4
    10.000     8.000     1.000     1.000     4.000     9.992    -1.122     0.067    -0.001    11.550    -1.200     0.065    -0.001     0.000     0.015     0.608     0.376     0.000     0.001     3.000   5
    12.000    12.000     9.000     3.000     8.000     9.802     0.511    -0.093     0.003     9.037     1.103    -0.163     0.005     0.003     0.684     0.079     0.001     0.199     0.033     2.000   6
     4.000    10.000     5.000    11.000     7.000     9.956    -0.727     0.055    -0.001     9.768    -1.092     0.096    -0.002     0.000     0.132     0.021     0.014     0.145     0.688     6.000   7
     9.000     8.000     2.000     3.000     3.000     9.788    -1.115     0.068    -0.001    11.550    -1.200     0.065    -0.001     0.000     0.015     0.556     0.426     0.001     0.002     3.000   8
     9.000     6.000     1.000    13.000    14.000     9.771    -1.089     0.096    -0.002     9.768    -1.092     0.096    -0.002     0.000     0.001     0.000     0.000     0.001     0.997     6.000   9
    17.000     6.000     9.000     5.000     9.000    10.861    -0.828     0.059    -0.001     9.768    -1.092     0.096    -0.002     0.007     0.057     0.291     0.001     0.307     0.337     6.000  10
     6.000     0.000    10.000     7.000     2.000     8.069    -1.089     0.077    -0.002     7.511    -1.083     0.079    -0.002     0.000     0.001     0.109     0.847     0.010     0.032     4.000  11
    15.000     6.000     3.000     3.000     6.000    11.287    -1.165     0.064    -0.001    11.550    -1.200     0.065    -0.001     0.000     0.011     0.920     0.054     0.004     0.011     3.000  12
    10.000    12.000     7.000    11.000    13.000    10.868    -0.697     0.056    -0.001     9.768    -1.092     0.096    -0.002     0.226     0.058     0.000     0.000     0.102     0.613     6.000  13
    13.000    16.000    17.000    14.000    11.000    13.936    -0.151     0.004     0.000    13.942    -0.150     0.004     0.000     0.997     0.000     0.000     0.000     0.003     0.000     1.000  14
     6.000     2.000     3.000     1.000     2.000     7.673    -1.088     0.078    -0.002     7.511    -1.083     0.079    -0.002     0.000     0.000     0.040     0.960     0.000     0.000     4.000  15
     7.000    11.000     6.000     2.000     1.000    10.128    -0.848     0.038    -0.001    11.550    -1.200     0.065    -0.001     0.000     0.135     0.579     0.269     0.017     0.001     3.000  16
    11.000     8.000     8.000     3.000     3.000    11.044    -0.985     0.050    -0.001    11.550    -1.200     0.065    -0.001     0.000     0.070     0.772     0.080     0.069     0.009     3.000  17
    12.000     1.000     6.000     2.000     0.000     9.126    -1.130     0.073    -0.002     7.511    -1.083     0.079    -0.002     0.000     0.000     0.400     0.600     0.000     0.000     4.000  18
     7.000     2.000     3.000     9.000     1.000     7.941    -1.094     0.077    -0.002     7.511    -1.083     0.079    -0.002     0.000     0.000     0.103     0.891     0.001     0.005     4.000  19
    10.000     2.000     9.000     9.000     7.000     9.994    -1.043     0.089    -0.002     9.768    -1.092     0.096    -0.002     0.000     0.005     0.071     0.026     0.085     0.813     6.000  20
     8.000     2.000     1.000    11.000     3.000     8.234    -1.100     0.077    -0.002     7.511    -1.083     0.079    -0.002     0.000     0.000     0.150     0.800     0.002     0.047     4.000  21
     8.000     5.000     3.000     3.000     1.000     8.426    -1.108     0.075    -0.002     7.511    -1.083     0.079    -0.002     0.000     0.001     0.226     0.773     0.000     0.000     4.000  22
    13.000     5.000    12.000    14.000     4.000    11.479    -0.621     0.058    -0.002    11.689    -0.559     0.053    -0.002     0.010     0.000     0.005     0.000     0.865     0.120     5.000  23
    13.000    11.000    16.000    14.000    13.000    13.921    -0.154     0.004     0.000    13.942    -0.150     0.004     0.000     0.992     0.000     0.000     0.000     0.006     0.002     1.000  24
     4.000     5.000     7.000     9.000    10.000     9.758    -1.035     0.089    -0.002     9.768    -1.092     0.096    -0.002     0.000     0.024     0.005     0.011     0.011     0.949     6.000  25
    11.000     8.000     6.000     7.000     3.000    11.119    -0.992     0.057    -0.001    11.550    -1.200     0.065    -0.001     0.000     0.036     0.674     0.072     0.176     0.042     3.000  26
     9.000    12.000     6.000     3.000     2.000    10.686    -0.615     0.012     0.000    11.550    -1.200     0.065    -0.001     0.000     0.233     0.632     0.070     0.062     0.003     3.000  27
    17.000    13.000    16.000    12.000     6.000    13.501    -0.230     0.013     0.000    13.942    -0.150     0.004     0.000     0.805     0.000     0.000     0.000     0.195     0.000     1.000  28
    13.000     8.000     3.000    10.000    11.000     9.892    -1.022     0.088    -0.002     9.768    -1.092     0.096    -0.002     0.002     0.021     0.026     0.001     0.044     0.906     6.000  29
    10.000     7.000     2.000     3.000     1.000     9.681    -1.141     0.071    -0.001    11.550    -1.200     0.065    -0.001     0.000     0.002     0.536     0.461     0.001     0.000     3.000  30
