    12.000     5.000     6.000     6.000     3.000     9.431    -0.947     0.059    -0.001     9.052    -1.090     0.068    -0.001     0.717     0.283     0.000     1.000   1
    14.000     3.000     3.000     6.000     5.000     9.287    -1.001     0.063    -0.001     9.052    -1.090     0.068    -0.001     0.825     0.175     0.000     1.000   2
    14.000    15.000     8.000    13.000     2.000    11.577    -0.468     0.030    -0.001    10.393    -0.582     0.037    -0.001     0.002     0.633     0.365     2.000   3
     4.000     4.000     0.000     3.000     7.000     9.078    -1.080     0.067    -0.001     9.052    -1.090     0.068    -0.001     0.980     0.020     0.000     1.000   4
    10.000     8.000     1.000     1.000     4.000     9.084    -1.078     0.067    -0.001     9.052    -1.090     0.068    -0.001     0.976     0.024     0.000     1.000   5
    12.000    12.000     9.000     3.000     8.000    10.408    -0.591     0.038    -0.001    10.393    -0.582     0.037    -0.001     0.028     0.955     0.016     2.000   6
     4.000    10.000     5.000    11.000     7.000    10.343    -0.603     0.038    -0.001    10.393    -0.582     0.037    -0.001     0.041     0.957     0.002     2.000   7
     9.000     8.000     2.000     3.000     3.000     9.110    -1.068     0.067    -0.001     9.052    -1.090     0.068    -0.001     0.957     0.043     0.000     1.000   8
     9.000     6.000     1.000    13.000    14.000    10.400    -0.584     0.037    -0.001    10.393    -0.582     0.037    -0.001     0.007     0.988     0.005     2.000   9
    17.000     6.000     9.000     5.000     9.000    10.411    -0.591     0.038    -0.001    10.393    -0.582     0.037    -0.001     0.029     0.954     0.017     2.000  10
     6.000     0.000    10.000     7.000     2.000     9.246    -1.017     0.063    -0.001     9.052    -1.090     0.068    -0.001     0.855     0.145     0.000     1.000  11
    15.000     6.000     3.000     3.000     6.000     9.355    -0.976     0.061    -0.001     9.052    -1.090     0.068    -0.001     0.774     0.226     0.000     1.000  12
    10.000    12.000     7.000    11.000    13.000    11.307    -0.493     0.032    -0.001    10.393    -0.582     0.037    -0.001     0.000     0.719     0.281     2.000  13
    13.000    16.000    17.000    14.000    11.000    13.641    -0.267     0.019     0.000    13.646    -0.266     0.019     0.000     0.000     0.001     0.999     3.000  14
     6.000     2.000     3.000     1.000     2.000     9.055    -1.089     0.068    -0.001     9.052    -1.090     0.068    -0.001     0.998     0.002     0.000     1.000  15
     7.000    11.000     6.000     2.000     1.000     9.187    -1.039     0.065    -0.001     9.052    -1.090     0.068    -0.001     0.899     0.101     0.000     1.000  16
    11.000     8.000     8.000     3.000     3.000     9.542    -0.905     0.057    -0.001     9.052    -1.090     0.068    -0.001     0.635     0.365     0.000     1.000  17
    12.000     1.000     6.000     2.000     0.000     9.060    -1.087     0.068    -0.001     9.052    -1.090     0.068    -0.001     0.994     0.006     0.000     1.000  18
     7.000     2.000     3.000     9.000     1.000     9.097    -1.073     0.067    -0.001     9.052    -1.090     0.068    -0.001     0.966     0.034     0.000     1.000  19
    10.000     2.000     9.000     9.000     7.000    10.247    -0.638     0.041    -0.001    10.393    -0.582     0.037    -0.001     0.111     0.888     0.001     2.000  20
     8.000     2.000     1.000    11.000     3.000     9.178    -1.043     0.065    -0.001     9.052    -1.090     0.068    -0.001     0.906     0.094     0.000     1.000  21
     8.000     5.000     3.000     3.000     1.000     9.064    -1.086     0.068    -0.001     9.052    -1.090     0.068    -0.001     0.991     0.009     0.000     1.000  22
    13.000     5.000    12.000    14.000     4.000    10.685    -0.556     0.036    -0.001    10.393    -0.582     0.037    -0.001     0.005     0.903     0.092     2.000  23
    13.000    11.000    16.000    14.000    13.000    13.615    -0.269     0.019     0.000    13.646    -0.266     0.019     0.000     0.000     0.009     0.991     3.000  24
     4.000     5.000     7.000     9.000    10.000    10.325    -0.609     0.039    -0.001    10.393    -0.582     0.037    -0.001     0.053     0.947     0.001     2.000  25
    11.000     8.000     6.000     7.000     3.000     9.823    -0.798     0.050    -0.001    10.393    -0.582     0.037    -0.001     0.426     0.574     0.000     2.000  26
     9.000    12.000     6.000     3.000     2.000     9.479    -0.929     0.058    -0.001     9.052    -1.090     0.068    -0.001     0.682     0.318     0.000     1.000  27
    17.000    13.000    16.000    12.000     6.000    13.576    -0.273     0.019     0.000    13.646    -0.266     0.019     0.000     0.000     0.021     0.979     3.000  28
    13.000     8.000     3.000    10.000    11.000    10.412    -0.585     0.037    -0.001    10.393    -0.582     0.037    -0.001     0.013     0.975     0.011     2.000  29
    10.000     7.000     2.000     3.000     1.000     9.072    -1.083     0.067    -0.001     9.052    -1.090     0.068    -0.001     0.985     0.015     0.000     1.000  30
     7.000     4.000     0.000     2.000     2.000     9.055    -1.089     0.068    -0.001     9.052    -1.090     0.068    -0.001     0.998     0.002     0.000     1.000  31
    15.000     2.000     1.000     8.000     3.000     9.143    -1.056     0.066    -0.001     9.052    -1.090     0.068    -0.001     0.932     0.068     0.000     1.000  32
     3.000     3.000     5.000    10.000     6.000     9.701    -0.844     0.053    -0.001     9.052    -1.090     0.068    -0.001     0.516     0.484     0.000     1.000  33
     8.000     6.000     5.000     6.000     6.000     9.684    -0.851     0.053    -0.001     9.052    -1.090     0.068    -0.001     0.529     0.471     0.000     1.000  34
    15.000    14.000     8.000    14.000     5.000    12.505    -0.377     0.025    -0.001    13.646    -0.266     0.019     0.000     0.000     0.350     0.650     3.000  35
    10.000     9.000     9.000     6.000     6.000    10.316    -0.615     0.039    -0.001    10.393    -0.582     0.037    -0.001     0.068     0.928     0.004     2.000  36
     8.000     2.000    10.000    15.000    15.000    10.704    -0.552     0.035    -0.001    10.393    -0.582     0.037    -0.001     0.000     0.904     0.096     2.000  37
    10.000     7.000     6.000     4.000     4.000     9.441    -0.943     0.059    -0.001     9.052    -1.090     0.068    -0.001     0.710     0.290     0.000     1.000  38
     7.000     0.000     7.000     9.000     8.000     9.967    -0.744     0.047    -0.001    10.393    -0.582     0.037    -0.001     0.318     0.682     0.000     2.000  39
     7.000     1.000     4.000     8.000     5.000     9.234    -1.021     0.064    -0.001     9.052    -1.090     0.068    -0.001     0.865     0.135     0.000     1.000  40
     7.000    10.000     0.000     7.000     5.000     9.427    -0.948     0.059    -0.001     9.052    -1.090     0.068    -0.001     0.721     0.279     0.000     1.000  41
    11.000    14.000     0.000     3.000     9.000    10.042    -0.715     0.045    -0.001    10.393    -0.582     0.037    -0.001     0.263     0.737     0.001     2.000  42
    14.000     9.000     1.000     9.000     0.000     9.297    -0.998     0.062    -0.001     9.052    -1.090     0.068    -0.001     0.818     0.182     0.000     1.000  43
    12.000     3.000     7.000     2.000     4.000     9.170    -1.046     0.065    -0.001     9.052    -1.090     0.068    -0.001     0.912     0.088     0.000     1.000  44
    11.000    15.000     6.000     7.000     9.000    10.615    -0.562     0.036    -0.001    10.393    -0.582     0.037    -0.001     0.005     0.925     0.070     2.000  45
    10.000    12.000    15.000     2.000     8.000    10.648    -0.559     0.036    -0.001    10.393    -0.582     0.037    -0.001     0.005     0.914     0.080     2.000  46
    14.000     5.000     1.000     8.000     3.000     9.244    -1.018     0.064    -0.001     9.052    -1.090     0.068    -0.001     0.857     0.143     0.000     1.000  47
     8.000    10.000     2.000     0.000    10.000     9.529    -0.910     0.057    -0.001     9.052    -1.090     0.068    -0.001     0.644     0.356     0.000     1.000  48
    14.000     4.000    11.000     7.000     8.000    10.398    -0.591     0.038    -0.001    10.393    -0.582     0.037    -0.001     0.026     0.962     0.012     2.000  49
    15.000     3.000     1.000     4.000     3.000     9.078    -1.080     0.067    -0.001     9.052    -1.090     0.068    -0.001     0.981     0.019     0.000     1.000  50
    10.000     8.000     2.000     1.000     3.000     9.082    -1.079     0.067    -0.001     9.052    -1.090     0.068    -0.001     0.978     0.022     0.000     1.000  51
    14.000    12.000     8.000     3.000     1.000     9.782    -0.815     0.051    -0.001    10.393    -0.582     0.037    -0.001     0.459     0.540     0.001     2.000  52
     6.000     7.000     3.000     6.000    10.000    10.039    -0.716     0.045    -0.001    10.393    -0.582     0.037    -0.001     0.264     0.735     0.000     2.000  53
    14.000    11.000    15.000     9.000    12.000    13.342    -0.296     0.020    -0.001    13.646    -0.266     0.019     0.000     0.000     0.093     0.907     3.000  54
     4.000     5.000     2.000     2.000     2.000     9.057    -1.088     0.068    -0.001     9.052    -1.090     0.068    -0.001     0.996     0.004     0.000     1.000  55
     0.000     2.000     2.000     0.000     3.000     9.053    -1.090     0.068    -0.001     9.052    -1.090     0.068    -0.001     0.999     0.001     0.000     1.000  56
