    12.000     5.000     6.000     6.000     3.000     9.651    -0.969     0.058    -0.001     8.732    -1.163     0.077    -0.002     0.177     0.000     0.014     0.658     0.151     4.000   1
    14.000     3.000     3.000     6.000     5.000     9.888    -1.228     0.082    -0.002     8.732    -1.163     0.077    -0.002     0.027     0.000     0.009     0.689     0.275     4.000   2
    14.000    15.000     8.000    13.000     2.000    11.790    -0.033    -0.021     0.001    10.497     0.228    -0.056     0.002     0.562     0.388     0.007     0.000     0.042     1.000   3
     4.000     4.000     0.000     3.000     7.000     8.745    -1.159     0.077    -0.002     8.732    -1.163     0.077    -0.002     0.002     0.000     0.003     0.992     0.003     4.000   4
    10.000     8.000     1.000     1.000     4.000     8.844    -1.111     0.072    -0.002     8.732    -1.163     0.077    -0.002     0.040     0.000     0.000     0.950     0.010     4.000   5
    12.000    12.000     9.000     3.000     8.000    10.719     0.022    -0.036     0.001    10.497     0.228    -0.056     0.002     0.869     0.010     0.015     0.005     0.102     1.000   6
     4.000    10.000     5.000    11.000     7.000     8.935    -0.615     0.057    -0.001     8.420    -0.719     0.077    -0.002     0.155     0.001     0.781     0.022     0.041     3.000   7
     9.000     8.000     2.000     3.000     3.000     8.893    -1.076     0.069    -0.001     8.732    -1.163     0.077    -0.002     0.065     0.000     0.001     0.923     0.012     4.000   8
     9.000     6.000     1.000    13.000    14.000     9.019    -0.832     0.081    -0.002     8.420    -0.719     0.077    -0.002     0.001     0.001     0.861     0.001     0.136     3.000   9
    17.000     6.000     9.000     5.000     9.000    12.346    -1.295     0.085    -0.002    12.769    -1.553     0.107    -0.002     0.121     0.011     0.030     0.006     0.832     5.000  10
     6.000     0.000    10.000     7.000     2.000     8.805    -1.113     0.074    -0.002     8.732    -1.163     0.077    -0.002     0.024     0.000     0.045     0.919     0.011     4.000  11
    15.000     6.000     3.000     3.000     6.000    10.429    -1.157     0.074    -0.001     8.732    -1.163     0.077    -0.002     0.108     0.000     0.004     0.515     0.374     4.000  12
    10.000    12.000     7.000    11.000    13.000    10.958    -0.577     0.051    -0.001     8.420    -0.719     0.077    -0.002     0.035     0.392     0.475     0.000     0.098     3.000  13
    13.000    16.000    17.000    14.000    11.000    13.622    -0.232     0.015     0.000    13.623    -0.232     0.015     0.000     0.000     1.000     0.000     0.000     0.000     2.000  14
     6.000     2.000     3.000     1.000     2.000     8.734    -1.162     0.077    -0.002     8.732    -1.163     0.077    -0.002     0.001     0.000     0.000     0.999     0.000     4.000  15
     7.000    11.000     6.000     2.000     1.000     9.709    -0.406     0.005     0.000    10.497     0.228    -0.056     0.002     0.545     0.000     0.001     0.451     0.004     1.000  16
    11.000     8.000     8.000     3.000     3.000    10.077    -0.294    -0.006     0.000    10.497     0.228    -0.056     0.002     0.638     0.000     0.005     0.302     0.055     1.000  17
    12.000     1.000     6.000     2.000     0.000     8.749    -1.158     0.077    -0.002     8.732    -1.163     0.077    -0.002     0.004     0.000     0.000     0.994     0.002     4.000  18
     7.000     2.000     3.000     9.000     1.000     8.758    -1.157     0.077    -0.002     8.732    -1.163     0.077    -0.002     0.004     0.000     0.004     0.986     0.005     4.000  19
    10.000     2.000     9.000     9.000     7.000     9.788    -0.944     0.079    -0.002     8.420    -0.719     0.077    -0.002     0.049     0.001     0.589     0.076     0.285     3.000  20
     8.000     2.000     1.000    11.000     3.000     8.853    -1.156     0.078    -0.002     8.732    -1.163     0.077    -0.002     0.004     0.000     0.028     0.938     0.030     4.000  21
     8.000     5.000     3.000     3.000     1.000     8.753    -1.151     0.076    -0.002     8.732    -1.163     0.077    -0.002     0.009     0.000     0.000     0.990     0.001     4.000  22
    13.000     5.000    12.000    14.000     4.000    10.787    -0.736     0.057    -0.001     8.420    -0.719     0.077    -0.002     0.121     0.185     0.427     0.002     0.265     3.000  23
    13.000    11.000    16.000    14.000    13.000    13.608    -0.233     0.015     0.000    13.623    -0.232     0.015     0.000     0.000     0.997     0.003     0.000     0.000     2.000  24
